,Set number,Name,Also known as,Set type,Theme group,Theme,Subtheme,Year released,Tags,Pieces,RRP,Current value,Price per piece,Age range,Packaging,Dimensions,Availability,Notes,Rating,Minifigs,Weight,Barcodes,Designer,Designers,LEGO item numbers
13863,9846-1,Ultrasonic Sensor,,Normal,Technical,Mindstorms,NXT,2006,View tags »,1,£28.99 / $39.99 / 34.99€,"
New: ~CA$14
Used: ~CA$13
",2899.0p / 3999.0c / 3499.0c,,,,,,Not yet rated,,0.02Kg (0.04 lb),EAN: 5702014496231,,,
13864,9847-1,Bluetooth Dongle,,Normal,Technical,Mindstorms,NXT,2006,View tags »,1,£28.99 / $32.50,"
New: 
Used:
",2899.0p / 3250.0c,,,,,,Not yet rated,,,,,,
13865,9848-1,9v Lamps,,Normal,Educational,Dacta,,1997,View tags »9VElectricLight Brick ,9,,"
New: ~CA$49
Used:
",,,,,,,Not yet rated,,,,,,
13866,985-1,Lighting Device Parts Pack,,Normal,Basic,System,Supplemental,1969,View tags »4.5VLight Brick ,4,,"
New: 
Used:
",,,,,,,Not yet rated,,,,,,
13867,986-1,One Light Bulb,,Normal,Basic,System,Supplemental,1969,View tags »,1,,"
New: 
Used:
",,,,,,,Not yet rated,,,,,,
13868,9870-1,Pneumatic Rubber Bands and Pneumatic Tubing,,Normal,Educational,Dacta,Technic,1992,View tags »Pneumatic ,144,,"
New: 
Used:
",,,,,,,Not yet rated,,,,,,
13869,987-1,Number Bricks,,Normal,Basic,System,Supplemental,1969,View tags »,52,,"
New: ~CA$40
Used: ~CA$18
",,,,,,,Not yet rated,,,,,,
13870,9872-1,FIRST LEGO League (FLL) Challenge 2000 - Volcanic Panic,,Normal,Educational,Education,FIRST LEGO League,2000,View tags »,174,,,,,Box,,,,,,,,,,
13871,9876-1,Large Turntables,,Normal,Educational,Dacta,,1992,View tags »,2,$8.75,"
New: 
Used: ~CA$13
",437.5c,,,,,,Not yet rated,,,,,,
13872,988-1,Alphabet Bricks,,Normal,Basic,System,Supplemental,1969,View tags »,52,,"
New: ~CA$56
Used: ~CA$35
",,,,,,,Not yet rated,,,,,,
13873,9885-1,Sound element,,Normal,Educational,Dacta,,1993,View tags »9VSound Brick ,1,,"
New: 
Used: ~CA$6
",,,,,,,Not yet rated,,,,,,
13874,9888-1,9-Volt Touch Sensor ,,Normal,Educational,Dacta,Technic,2002,View tags »,1,,"
New: ~CA$25
Used:
",,,,,,,Not yet rated,,,,,,
13875,9889-1,Temperature Sensor,,Normal,Technical,Mindstorms,1.0,2004,View tags »9VElectricSensor ,1,£24.67 / $25.00,"
New: ~CA$12
Used:
",2467.0p / 2500.0c,,,,,This item had previously been available as part of the LEGO Dacta range. It was then made available from Shop At Home as a LEGO Mindstorms accessory item. (05/04),Not yet rated,,,,,,
13876,989-1,10 Traffic Signs,,Normal,Basic,System,Supplemental,1969,View tags »,10,,"
New: 
Used: ~CA$20
",,,,,,,Not yet rated,,,,,,
13877,9891-1,Angle Sensor,,Normal,Educational,Dacta,,1995,View tags »Electric ,1,$25.00,"
New: ~CA$9
Used:
",2500.0c,,,,,Year of release yet to be confirmed.,Not yet rated,,,,,,
13878,9892-1,Brick Separators,,Normal,Educational,Dacta,Supplementary Set,1993,View tags »Brick Separator ,2,,"
New: ~CA$8
Used:
",,,,,,,Not yet rated,,,,,,
13879,990-1,Trees and Signs (1971 version with granulated trees and 4 bricks),,Normal,Basic,Universal Building Set,Supplemental,1971,View tags »,12,,"
New: 
Used: ~CA$74
",,,,,,,Not yet rated,,,,,,
13880,990-2,Trees and Signs (1969 version with old style trees and 3 bricks),,Normal,Basic,Universal Building Set,Supplemental,1969,View tags »,13,,"
New: ~CA$106
Used: ~CA$41
",,,,,,,Not yet rated,,,,,,
13881,9911-1,Touch Sensor and Leads,,Normal,Technical,Mindstorms,1.0,2004,View tags »9VElectricSensor ,3,£10.41 / $12.00,"
New: ~CA$19
Used:
",347.0p / 400.0c,,,,,This item had previously been available as part of the LEGO Dacta range. It was then made available from Shop At Home as a LEGO Mindstorms accessory item. (05/04),Not yet rated,,,,,,
13882,9912-1,Solar Cell,,Normal,Educational,Education,,1999,View tags »Electric ,1,$35.00,"
New: 
Used: ~CA$24
",3500.0c,,,,,,Not yet rated,,,,,,
13883,9916-1,Capacitor,,Normal,Educational,Education,,1999,View tags »Electric ,1,$15.00,"
New: ~CA$5
Used:
",1500.0c,,,,,, 2 Reviews,,,,,,
13884,9920-1,Yellow Storage Box with Lid,,Normal,Educational,Dacta,Storage,1990,View tags »Storage ,,$12.50,"
New: 
Used:
",,,,,,Year of release yet to be confirmed.,Not yet rated,,,,,,
13885,9937-1,Small Chain Links,,Normal,Educational,Dacta,,1998,View tags »,108,$7.50,"
New: ~CA$19
Used:
",6.9c,,,,,Parts total TBC.,Not yet rated,,,,,,
13886,9938-1,Conveyor Belt Links,,Normal,Educational,Dacta,,1995,View tags »Technic ,36,$6.25,"
New: ~CA$10
Used:
",17.4c,,,,,Release date TBC,Not yet rated,,,,,,
13887,994-1,LEGO fences with garden gates,,Normal,Basic,System,Supplemental,1969,View tags »,19,,"
New: 
Used:
",,,,,,,Not yet rated,,,,,,
13888,995-1,Lighting Bricks with Color Filters,,Normal,Basic,System,Supplemental,1969,View tags »4.5VLight Brick ,23,,"
New: ~CA$46
Used: ~CA$24
",,,,,,,Not yet rated,,,,,,
13889,9999-1,Upgrade Kit for 9654,,Normal,Educational,Education,Duplo,2009,View tags »,7,,"
New: 
Used:
",,,,,,,Not yet rated,,,,,,
13890,ALPHARETTA-1,Alpharetta Exclusive Minifigure Pack,,Other,Miscellaneous,Promotional,LEGO brand store opening set,2012,View tags »Gift with PurchaseGrand OpeningMinifigure PackPiratesUSA ,15,$0.00,"
New: ~CA$362
Used:
",0.0c,6+,Blister pack,,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, Alpharetta. Free with minimum purchase. Limited to 500 sets.",Not yet rated,3,,,,,
13891,ANNAPOLIS-1,{Chessie},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2009,View tags »Brick Built AnimalsBrickleyGrand OpeningUSA ,45,,"
New: 
Used:
",,,,,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD, USA. Opened June 2009.",Not yet rated,,,,,,
13892,AUSTIN-1,{Bat},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2010,View tags »BatBrick Built AnimalsGift with PurchaseGrand OpeningUSA ,82,$0.00,"
New: 
Used:
",0.0c,,None (loose parts),,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX. Free with minimum purchase. Limited to 300 sets.",Not yet rated,,,,,,
13893,B001-1,"1x4x5 Black Window Frames, Transparent Blue Panes",,Other,Basic,Bulk Bricks,,2000,View tags »Polybag ,20,,"
New: ~CA$25
Used:
",,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
13894,B002-1,"1x4x3 Thin Wall Element, Clear",,Other,Basic,Bulk Bricks,,2000,View tags »Polybag ,25,,"
New: ~CA$23
Used:
",,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
13895,B003-1,"1x4x6 Red Door and Frames, Transparent Green Panes",,Other,Basic,Bulk Bricks,,2000,View tags »Polybag ,10,$9.99,"
New: 
Used:
",99.9c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
13896,B004-1,"2 x 4 Ridge Roof Tiles, Low Sloped Black",,Other,Basic,Bulk Bricks,,2000,View tags »Polybag ,25,,"
New: 
Used:
",,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
13897,B005-1,"2 x 4 Ridge Roof Tiles, Low Sloped Red",,Other,Basic,Bulk Bricks,,2000,View tags »Polybag ,25,$4.99,"
New: 
Used:
",20.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
13898,BAG6-1,Grey Brick Separator with Black Frame Pieces,,Other,Basic,Bulk Bricks,,2006,View tags »Brick SeparatorPolybag ,56,,"
New: ~CA$17
Used:
",,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
13899,BAUMIT-1,BAU MIT!,,Other,Miscellaneous,Promotional,Miscellaneous,1999,View tags »Cross PromotionMcdonalds ,1,,"
New: ~CA$22
Used:
",,,Blister pack,,Promotional,Promotional pack containing a single red 2x4 brick. [DE] Available at McDonalds restaurants in Germany with proceeds going to McDonald's 'Kinderhilfe Stiftung' charity.,Not yet rated,,,,,,
13900,BEACHWOOD-1,Beachwood Exclusive Minifigure Pack,,Other,Miscellaneous,Promotional,LEGO brand store opening set,2011,View tags »Gift with PurchaseGrand OpeningMinifigure PackUSA ,15,$0.00,"
New: ~CA$381
Used:
",0.0c,,Blister pack,,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, Beachwood Place, Beachwood, OH. Free with minimum purchase. Limited to 500 sets.",Not yet rated,3,,,,,
13901,BERLIN-1,{Bear},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2009,View tags »BearBrick Built AnimalsGermanyGift with PurchaseGrand Opening ,69,,"
New: ~CA$55
Used:
",,,None (loose parts),,LEGO exclusive,"[DE] LEGO Store Grand Opening Exclusive Set, Berlin, Germany, November 27, 2009. Free with minimum purchase of €25.00. Limited to 300 sets.",Not yet rated,,,,,,
13902,BIGBOX-1,The ultimate battle for CHIMA,,Other,Action/Adventure,Legends of Chima,Product Collection,2015,View tags »FireIce ,10004,,"
New: 
Used:
",,9+,Box,,Not sold,Grand prize for Legends of Chima competition in July-August 2015 issue of LEGO Club Magazine,Not yet rated,,,,,,
13903,BIRMINGHAM-1,{Vulcan},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2009,View tags »Brick Built FigureClassical PeriodGrand OpeningMinilanderUSA ,81,,"
New: 
Used: ~CA$38
",,,,,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, Riverchase Galleria, Birmingham, AL.",Not yet rated,,,,,,
13904,BLUE-1,Blue,,Other,Licensed,Jurassic World,Miscellaneous,2018,View tags »Brick Built AnimalsDinosaurIn Store BuildRaptorUniversal ,,,"
New: 
Used:
",,,None (loose parts),,,"[US] In-store build, June 2018", 1 Review,,,,,,
13905,BRAINTREE-1,{Baseball Player},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2008,View tags »BaseballBrick Built FigureGrand OpeningMinilanderSportsUSA ,58,,"
New: 
Used:
",,,,,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, South Shore Plaza, Braintree, MA.",Not yet rated,,,,,,
13906,CALGARY-1,{Bucking Bronco},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2010,View tags »Brick Built AnimalsBrick Built FigureCanadaGift with PurchaseGrand OpeningHorseMinilander ,130,,"
New: 
Used:
",,,None (loose parts),,LEGO exclusive,"[CA] LEGO Store Grand Opening Exclusive Set, Chinnok Centre, Calgary, AB. in July 17, 2010. Free with minimum purchase. Limited to 300 sets.",Not yet rated,,,,,,
13907,CANDYBOX-1,Candy Box,,Other,Miscellaneous,Promotional,LEGO brand stores,2018,View tags »In Store BuildSeasonalStorageValentine ,54,,"
New: 
Used:
",,,None (loose parts),,Promotional,[US] In-store build 15th February 2018.View instructions,Not yet rated,,,,,,
13908,CELEB2015-1,Tatooine Mini-build,,Other,Licensed,Star Wars,Promotional,2015,View tags »C-3PO A New HopeDesertDisneyDroidEvent ExclusiveJawasLars HomesteadMicroscaleMoisture VaporatorOriginal TrilogySpeederStar Wars CelebrationTatooineTracked VehicleVignetteX-34 Landspeeder ,178,,"
New: ~CA$257
Used: ~CA$121
",,8 - 14,Box,,Promotional,"[US] Available at Star Wars Celebration Anaheim, April 2015",Not yet rated,1,,,,,
13909,CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,,Other,Miscellaneous,Promotional,Cube Dudes,2010,View tags »Bounty HuntersBrick Built FigureEvent ExclusiveOriginal TrilogyStar WarsStar Wars CelebrationThe Empire Strikes Back ,496,$75.00,"
New: ~CA$156
Used:
",15.1c,,Box,,Promotional,"Limited to 2000 sets, individually numbered. Exclusively available at Fan Celebration V, August 2010.", 1 Review,,,,,,
13910,CELEBVI-1,Mini Slave I,,Other,Licensed,Star Wars,Episode V,2012,View tags »BespinBounty HuntersCloud CityEvent ExclusiveMicroscaleOriginal TrilogySlave IStar Wars CelebrationThe Empire Strikes Back ,80,,"
New: ~CA$279
Used: ~CA$64
",,,Other,,Promotional,"Available at Star Wars Celebration, August 2012. ",Not yet rated,,,,,,
13911,CHANDLER-1,{Cactus},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2008,View tags »CactusGift with PurchaseGrand OpeningOwlUSA ,58,$0.00,"
New: 
Used: ~CA$3
",0.0c,,None (loose parts),,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, Chandler Fashion Center, Chandler, AZ. Free with minimum purchase. Limited to 300 sets.",Not yet rated,,,,,,
13912,CINCINNATI-1,{Flying Pig},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2009,View tags »Brick Built AnimalsGift with PurchaseGrand OpeningPigUSA ,93,$0.00,"
New: 
Used:
",0.0c,,None (loose parts),,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, Kenwood Town Center, Cincinnati, OH., June 20, 2009. Free with minimum purchase. Limited to 300 sets.",Not yet rated,,,,,,
13913,COLUMBUS-1,{Salamander},,Other,Miscellaneous,Promotional,LEGO brand store opening set,2009,View tags »Brick Built AnimalsGift with PurchaseGrand OpeningUSA ,72,$0.00,"
New: 
Used:
",0.0c,,None (loose parts),,LEGO exclusive,"[US] LEGO Store Grand Opening Exclusive Set, Easton Town Center, Columbus, OH., August 01, 2009. Free with minimum purchase. Limited to 300 sets.",Not yet rated,,,,,,
13914,COMCON001-1,Clone Wars (SDCC 2008 exclusive),,Other,Licensed,Star Wars,Promotional,2008,View tags »Captain RexClone Trooper DroidSDCC ,351,$75.99,"
New: ~CA$390
Used: ~CA$164
",21.6c,,Box,,Promotional,"Promotional box set sold at the San Diego Comic Convention, July 2008. Includes two sets, Cpt. Rex, four clones and a poster as part of the package. Limited to 1200 sets.Contains 7654-1 7670-1 ",Not yet rated,5,,,,,
13915,COMCON002-1,BrickMaster (SDCC 2008 exclusive),,Other,Licensed,Indiana Jones,Kingdom of the Crystal Skull,2008,View tags »Ugha Warrior 4X4Brick Built TreeEvent ExclusiveJeepParamountSDCC ,83,$49.99,"
New: ~CA$635
Used:
",60.2c,,Box,,Promotional,"Promotional box set sold at the San Diego Comic Convention, July 2008. Limited to 500 sets.Contains 20004-1 ",Not yet rated,2,,,,,
13916,COMCON003-1,Batman And Joker (SDCC 2008 exclusive),,Other,Licensed,Batman,,2008,View tags »BatmanThe Joker Dc Comics Super HeroesEvent ExclusiveSDCCWarner Bros ,9,,"
New: ~CA$102
Used: ~CA$102
",,,Box,,Promotional,"Promotional box set given away at the San Diego Comic Convention, July 2008 to promote the launch of the LEGO Batman video game. Inludes Batman and The Joker minifigures. ",Not yet rated,2,,,,,
13917,COMCON004-1,Collectable Display Set 1,,Other,Licensed,Star Wars,Promotional,2009,View tags »Ahsoka TanoClone TrooperMace Windu BaseplateSDCC ,5,$49.99,"
New: ~CA$630
Used: ~CA$381
",999.8c,,Plastic box,,,"Limited to 300 sets, individually numbered. San Diego Comic-Con 2009 Exclusive. It includes three minifigures- Ahsoka Tano with chrome green lightsaber, Mace Windu (Clone Wars) with chrome purple lightsaber and a Clone Trooper with a blaster rifle. This was the display set for the convention on Wednesday (July 22, 2009).",Not yet rated,3,,,,,
13918,COMCON005-1,Collectable Display Set 2,,Other,Licensed,Star Wars,Promotional,2009,View tags »Admiral AckbarCrix MadineLuke Skywalker BaseplateOriginal TrilogyRebel AllianceReturn Of The JediSDCC ,2,$49.99,"
New: ~CA$488
Used:
",2499.5c,,Plastic box,,,"Limited to 300 sets, individually numbered. San Diego Comic-Con 2009 Exclusive. It includes three minifigures- General Madine, Admiral Ackbar and Luke Skywalker in Jedi robes and with a green lightsaber with a light grey hilt. This was the display set for the convention on Thursday (July 23, 2009).",Not yet rated,3,,,,,
13919,COMCON006-1,Collectable Display Set 4,,Other,Licensed,Star Wars,Promotional,2009,View tags »Asajj VentressCount DookuGeneral Grievous BaseplateSDCCSeparatists ,15,$49.99,"
New: ~CA$572
Used:
",333.3c,,Plastic box,,,"Limited to 300 sets, individually numbered. San Diego Comic-Con 2009 Exclusive. It includes three minifigures- Count Dooku (Clone Wars) with a curved-hilt red lightsaber, General Grievous with two blue and two green lightsabers and Asajj Ventress with two curved-hilt red lightsabers. This was the display set for the convention on Sunday (July 26, 2009).",Not yet rated,3,,,,,
13920,COMCON007-1,Collectable Display Set 5,,Other,Licensed,Star Wars,Promotional,2009,View tags »Darth VaderHan SoloSnowtrooper BaseplateOriginal TrilogySDCCThe Empire Strikes Back ,4,$49.99,"
New: ~CA$485
Used: ~CA$254
",1249.8c,,Plastic box,,,"Limited to 300 sets, individually numbered. San Diego Comic-Con 2009 Exclusive. It includes three minifigures- a Snowtrooper with blaster, Darth Vader with a chrome red lightsaber and Han Solo in Hoth clothing with a blaster. This was the display set for the convention on Friday (July 24, 2009).",Not yet rated,3,,,,,
13921,COMCON008-1,Collectable Display Set 3,,Other,Licensed,Star Wars,Promotional,2009,View tags »ChewbaccaHan SoloLuke Skywalker A New HopeBaseplateOriginal TrilogySDCC ,5,$49.99,"
New: ~CA$1016
Used: ~CA$381
",999.8c,,Plastic box,,,"Limited to 300 sets, individually numbered. San Diego Comic-Con 2009 Exclusive. It includes three minifigures- Han Solo (Stormtrooper Disguise and with blaster), Chewbacca with stuncuffs and Luke Skywalker (Stormtrooper disguise and with blaster). This was the display set for the convention on Saturday (July 25, 2009).",Not yet rated,3,,,,,
13922,COMCON009-1,Collectable Display Set 6,,Other,Licensed,Star Wars,Promotional,2009,View tags »Anakin SkywalkerClone TrooperObi-Wan Kenobi BaseplateGalactic RepublicSDCC ,5,$49.99,"
New: ~CA$149
Used:
",999.8c,,Plastic box,,,"Limited to 1250 sets, individually numbered. San Diego Comic-Con 2009 Exclusive. It includes three minifigures- a Clone Trooper, and Clone Wars versions of Obi-Wan Kenobi and Anakin Skywalker, both with chrome blue lightsabers. This was the display set for Preview Night at the convention (Wednesday July 22, 2009).",Not yet rated,3,,,,,
13923,COMCON010-1,Mini Republic Dropship Mini AT-TE Brickmaster Pack (SDCC 2009 exclusive),,Other,Licensed,Star Wars,The Clone Wars,2009,View tags »Galactic RepublicSDCCWalker ,94,$50.00,"
New: ~CA$472
Used: ~CA$305
",53.2c,,Box,,,"Limited to 500, individually numbered. Only available at San Diego Comic Con, July 2009.Contains 20009-1 ",Not yet rated,,,,,,
13924,COMCON011-1,Holo-Brick Archives (SDCC 2009 exclusive),,Other,Licensed,Star Wars,Miscellaneous,2009,View tags »SDCC ,3,,"
New: ~CA$374
Used: ~CA$318
",,,,,,,Not yet rated,,,,,,
13925,COMCON013-1,Green Lantern (SDCC 2011 exclusive),,Other,Licensed,DC Comics Super Heroes,Promotional Exclusive Minifigure,2011,View tags »Green Lantern Event ExclusiveGreen Lantern CorpsJustice LeagueSDCCSuper Hero ,5,,"
New: ~CA$520
Used: ~CA$387
",,,Other,,Promotional,Promotional figure given to raffle winners at the San Diego Comic Convention July 2011.,Not yet rated,1,,,,,
13926,COMCON014-1,Batman,,Other,Licensed,DC Comics Super Heroes,Promotional Exclusive Minifigure,2011,View tags »Batman BatsuitEvent ExclusiveSDCCSuper HeroThe Dark Knight Trilogy ,6,,"
New: ~CA$1065
Used:
",,,Other,,Promotional,Promotional figure given to raffle winners at the San Diego Comic Convention July 2011.,Not yet rated,1,,,,,
13927,COMCON015-1,Advent calendar (SDCC 2011 exclusive),,Other,Licensed,Star Wars,Seasonal,2011,View tags »Advent Calendar ,266,$50.00,"
New: ~CA$203
Used:
",18.8c,,Box,,,"Limited to 1000, individually numbered. Only available at San Diego Comic Con, July 2011. Exclusive outer packaging to look like mailed package. Inside the box is a normal 7958 set and also an exclusive print, which is numbered to match the outer box.Contains 7958-1 ",Not yet rated,,,,,,
13928,COMCON016-1,Green Lantern (NYCC 2011 exclusive),,Other,Licensed,DC Comics Super Heroes,Promotional Exclusive Minifigure,2011,View tags »Green Lantern Event ExclusiveGreen Lantern CorpsJustice LeagueNYCCSuper Hero ,6,,"
New: ~CA$430
Used:
",,,Other,,Promotional,Promotional figure given away at the DC comics booth at the New York Comic Convention October 2011.,Not yet rated,1,,,,,
13929,COMCON017-1,Superman (NYCC 2011 exclusive),,Other,Licensed,DC Comics Super Heroes,Promotional Exclusive Minifigure,2011,View tags »Superman Event ExclusiveJustice LeagueNYCCSuper Hero ,6,,"
New: ~CA$1270
Used:
",,,Other,,Promotional,Promotional figure given away at the DC comics booth at the New York Comic Convention October 2011.,Not yet rated,1,,,,,
13930,COMCON018-1,Batman,,Other,Licensed,DC Comics Super Heroes,The Dark Knight Trilogy,2011,View tags »Batman Event ExclusiveNYCCThe Dark Knight Trilogy ,6,,"
New: 
Used:
",,,Other,,Promotional,Promotional figure given away at the DC comics booth at the New York Comic Convention October 2011.,Not yet rated,1,,,,,
13931,COMCON019-1,Sith Infiltrator (SDCC 2012 exclusive),,Other,Licensed,Star Wars,Episode I,2012,View tags »Dark Eye Probe Droid DroidEvent ExclusiveMicroscaleSDCCSithStarfighterThe Phantom Menace ,84,$40.00,"
New: ~CA$286
Used:
",47.6c,,Other,,Promotional,Exclusive 'Mini Buiding Set' in 'Tin' Packaging. Available to the first 200 customers each day of the San Diego Comic Convention 2012. Also includes Darth Maul minifigure. Limited to 1000 sets. [US]Download instructions, Official Brickset review,1,,,,,
13932,COMCON020-1,Shazam (SDCC 2012 exclusive),,Other,Licensed,DC Comics Super Heroes,Promotional Exclusive Minifigure,2012,View tags »Shazam Event ExclusiveJustice LeagueSDCCSuper Hero ,1,,"
New: ~CA$655
Used:
",,,Other,,Promotional,Promotional figure given to raffle winners at the San Diego Comic Convention July 2012.,Not yet rated,1,,,,,
13933,COMCON021-1,Phoenix (SDCC 2012 exclusive),,Other,Licensed,Marvel Super Heroes,Promotional,2012,View tags »Phoenix Event ExclusiveFemaleSDCCSuper HeroX Men ,5,,"
New: ~CA$583
Used:
",,,Other,,Promotional,Promotional figure given to raffle winners at the San Diego Comic Convention July 2012.,Not yet rated,1,,,,,
13934,COMCON022-1,Bizarro (SDCC 2012 exclusive),,Other,Licensed,DC Comics Super Heroes,Promotional Exclusive Minifigure,2012,View tags »Bizarro Event ExclusiveLegion Of DoomSDCCVillain ,4,,"
New: ~CA$634
Used:
",,,Other,,Promotional,Promotional figure given to raffle winners at the San Diego Comic Convention July 2012.,Not yet rated,1,,,,,
13935,COMCON023-1,Spider-Man in Black Symbiote Costume ,,Other,Licensed,Marvel Super Heroes,Promotional,2012,View tags »Spider-Man Event ExclusiveSDCCSuper HeroSymbiote ,4,,"
New: ~CA$572
Used: ~CA$318
",,,Other,,Promotional,Promotional figure given to raffle winners at the San Diego Comic Convention July 2012.,Not yet rated,1,,,,,
