,set number,name,theme,subtheme,year,availability,pieces,retail price,value,growth,annual growth
1951,237-1,Number Bricks,Classic,Supplemental,1960,Retired,,C$0.64,Unknown,,
1952,2371-1,Flying School,Duplo,,1991,Retired,36,,C$67.58,,
1953,2372-1,Zoo Bucket,Duplo,Building Sets,1993,Retired,36,,Unknown,,
1954,2376-1,Play Bucket,Duplo,Building Sets,1991,Retired,36,,C$88.12,,
1955,2377-1,Basic Set Safari,Duplo,,1987,Retired,45,,C$102.45,,
1956,2380-1,Panda's Building Bonanza,Duplo,,1994,Retired,78,,Unknown,,
1957,2381-1,Bucket of Bricks,Duplo,Building Sets,1991,Retired,64,,Unknown,,
1958,2382-1,Train Bucket,Duplo,Building Sets,1993,Retired,41,,Unknown,,
1959,2386-1,Circus Bucket,Duplo,Building Sets,1991,Retired,50,,Unknown,,
1960,2387-1,Playtime Bucket,Duplo,Building Sets,1992,Retired,56,,Unknown,,
1961,2388-1,Basic Set Harbor,Duplo,,1987,Retired,45,,Unknown,,
1962,2390-1,Maxi Building Bucket,Duplo,Building Sets,1994,Retired,27,,Unknown,,
1963,2391-1,Farm in a Bucket,Duplo,Building Sets,1991,Retired,60,,Unknown,,
1964,2392-1,Farmyard,Duplo,,1991,Retired,60,,C$114.47,,
1965,2393-1,Medium Bucket,Duplo,Building Sets,1994,Retired,40,,Unknown,,
1966,2394-1,Large Farm Bucket,Duplo,Building Sets,1994,Retired,50,,Unknown,,
1967,2396-1,Extra Large Bucket,Duplo,Building Sets,1994,Retired,55,,Unknown,,
1968,2399-1,Basic Set Town,Duplo,,1987,Retired,63,,Unknown,,
1969,2400-1,Cute Building Vehicles,Duplo,Building Sets,2000,Retired,31  (PPP C$0.62),C$19.17,Unknown,,
1970,240-1,Wooden Storage Box Large,Classic,Wooden Box Set,1967,Retired,,C$5.76,Unknown,,
1971,2401-1,Racer,Duplo,,1983,Retired,3,,C$66.51,,
1972,2402-1,Police Car,Duplo,,1983,Retired,5,,Unknown,,
1973,2403-1,Fire Chief Building Set,Duplo,Building Sets,1985,Retired,4,,C$14.25,,
1974,24-1,Train,Minitalia,,1971,Retired,88,,C$330.56,,
1975,2411-1,Camping,Duplo,,1983,Retired,11,,C$97.09,,
1976,241501-1,Enki the Panther,Elves,Magazine Gift,2015,Retired,,C$5.10,C$7.76,+52.13%,+11.32%
1977,241502-1,Flamy the Fox,Elves,Magazine Gift,2015,Retired,,C$5.10,C$9.25,+81.20%,+5.57%
1978,241601-1,Miku The Dragon,Elves,Magazine Gift,2016,Retired,,Included with magazine,C$5.50,,+2.63%
1979,241602-1,Jynx the Witch's Cat,Elves,Magazine Gift,2016,Retired,,Included with magazine,C$6.56,,+2.73%
1980,241701-1,Mr. Spry and His Lemonade Stand,Elves,Magazine Gift,2017,Retired,,Included with magazine,C$6.88,,+5.51%
1981,241702-1,Hidee the Chameleon,Elves,Magazine Gift,2017,Retired,19,Included with magazine,C$6.96,,+7.14%
1982,242001-1,Spider-man,Marvel Super Heroes,Magazine Gift,2020,Retired,,Included with magazine,C$6.68,,+3.15%
1983,242002-1,Iron Man,Marvel Super Heroes,Magazine Gift,2020,Retired,,Included with magazine,C$6.36,,+4.15%
1984,242-1,International Flags,Classic,Supplemental,1958,Retired,,C$0.64,Unknown,,
1985,242-2,5 Danish Flags,Classic,Supplemental,1958,Retired,,,Unknown,,
1986,2424-1,Duplo Bucket,Duplo,Building Sets,1989,Retired,82,,Unknown,,
1987,2426-1,Farm Bucket,Duplo,Farm,1989,Retired,56,,C$99.63,,
1988,,International Flags,Classic,Supplemental,1961,Retired,,C$0.64,Unknown,,
1989,2431-1,Big Chief's Canoe,Duplo,,1998,Retired,2  (PPP C$3.19),C$6.38,C$8.12,+27.25%,+10.22%
1990,2433-1,Stagecoach,Duplo,,1998,Retired,8  (PPP C$2.08),C$16.61,C$69.27,+316.94%,+6.71%
1991,2434-1,Sheriff Jake,Duplo,,1998,Retired,31,,C$225.76,,
1992,2435-1,Western Town,Duplo,,1998,Retired,37  (PPP C$1.04),C$38.36,Unknown,,
1993,2436-1,Big Chief's Camp,Duplo,,1998,Retired,41  (PPP C$1.09),C$44.75,C$101.53,+126.86%,+3.80%
1994,2442-1,School Room,Duplo,,1990,Retired,7,,C$23.83,,
1995,2443-1,Lil' Skipper,Duplo,,1991,Retired,6,,C$53.63,,
1996,2444-1,Lil' Circus,Duplo,,1994,Retired,8,,Unknown,,
1997,2445-1,Farm Yard,Duplo,,1994,Retired,19,,C$112.83,,
1998,2446-1,Windmill,Duplo,,1990,Retired,12,,Unknown,,
1999,2447-1,Speedway,Duplo,,1991,Retired,9,,C$13.84,,
2000,2450-1,Airport,Duplo,,1990,Retired,15,,C$28.23,,
2001,245-1,Lighting Device Pack,Classic,Supplemental,1958,Retired,,C$2.24,C$127.55,+5598.86%,+6.74%
2002,2451-1,Police Squad,Duplo,,1991,Retired,13,,Unknown,,
2003,245-2,Two Santas,Basic,,1977,Retired,37,,C$182.63,,
2004,2452-1,Choo Choo Train,Duplo,,1993,Retired,13,,Unknown,,
2005,2454-1,Harbor,Duplo,,1990,Retired,15,,Unknown,,
2006,2455-1,Corral,Duplo,,1991,Retired,24,,Unknown,,
2007,2458-1,Barnyard,Duplo,LEGO PreSchool,1990,Retired,20,,C$128.28,,
2008,2459-1,Express Train,Duplo,,1991,Retired,38,,C$70.72,,
2009,246-2,Santa and Sleigh,Basic,Seasonal,1977,Retired,1  (PPP C$1.92),C$1.92,C$170.39,+8781.33%,+11.01%
2010,2467-1,DUPLO Bucket,Duplo,Building Sets,1999,Retired,86  (PPP C$0.19),C$16.61,Unknown,,
2011,2477-1,Basic Building Set,Duplo,Building Sets,2000,Retired,30  (PPP C$0.26),C$7.66,Unknown,,
2012,248-2,Factory with Conveyor Belt,Samsonite,Model Maker,1971,Retired,248  (PPP C$0.05),C$11.34,C$278.50 Low accuracy,+2354.86%,
2013,2490-1,Insectoids Combined Set with Mast,Space,Value Packs,1998,Retired,172  (PPP C$0.19),C$31.94,C$130.62,+309.01%,+6.62%
2014,2494-1,Purple Bucket Set,Basic,,1998,Retired,400  (PPP C$0.05),C$20.45,C$43.49,+112.63%,+3.49%
2015,250-3,Aeroplane and Pilot,Building Set with People,,1974,Retired,90  (PPP C$0.04),C$3.18,C$95.12,+2886.75%,+4.87%
2016,2504-1,Spinjitzu Dojo,Ninjago,Pilot Season,2011,Retired,373  (PPP C$0.17),C$64.99,C$114.09,+78.44%,+5.51%
2017,2505-1,Garmadon's Dark Fortress,Ninjago,Pilot Season,2011,Retired,518  (PPP C$0.17),C$89.99,C$284.88,+218.25%,+8.54%
2018,2506-1,Skull Truck,Ninjago,Pilot Season,2011,Retired,515  (PPP C$0.15),C$79.99,C$127.90,+66.69%,+6.42%
2019,2507-1,Fire Temple,Ninjago,Pilot Season,2011,Retired,"1,180  (PPP C$0.13)",C$154.99,C$341.77,+122.70%,+8.47%
2020,2508-1,Blacksmith Shop,Ninjago,Pilot Season,2011,Retired,189  (PPP C$0.14),C$24.99,C$75.12,+193.80%,+7.95%
2021,2509-1,Earth Dragon Defense,Ninjago,Pilot Season,2011,Retired,225  (PPP C$0.20),C$44.99,C$223.56,+399.54%,+13.11%
2022,251-1,Windmill with Miller and Wife,Building Set with People,,1974,Retired,92  (PPP C$0.03),C$2.55,C$97.27,+3721.61%,+5.26%
2023,2516-1,Ninja Training Outpost,Ninjago,Pilot Season,2011,Retired,45  (PPP C$0.14),C$6.99,C$21.26,+233.07%,+8.45%
2024,2518-1,Nuckal's ATV,Ninjago,Spinners,2011,Retired,174  (PPP C$0.18),C$29.99,C$76.64,+139.78%,+8.36%
2025,2519-1,Skeleton Bowling,Ninjago,Spinners,2011,Retired,371  (PPP C$0.10),C$39.99,C$60.88,+58.72%,+3.64%
2026,2520-1,Ninjago Battle Arena,Ninjago,Spinners,2011,Retired,463  (PPP C$0.14),C$64.99,C$87.28,+36.51%,+4.26%
2027,252-1,Locomotive with Driver and Passenger,Building Set with People,,1974,Retired,121  (PPP C$0.03),C$3.81,C$357.58,+9281.88%,+7.90%
2028,2521-1,Lightning Dragon Battle,Ninjago,Spinners,2011,Retired,645  (PPP C$0.16),C$99.99,C$410.66,+301.40%,+10.34%
2029,2531-1,Rescue Chopper,Town,Promotional,1998,Retired,99,Free promotional,C$57.45,,+4.40%
2030,253-2,Helicopter and Pilot,Building Set with People,,1975,Retired,1  (PPP C$1.91),C$1.91,C$294.08,+15331.54%,+6.76%
2031,2532-1,Aircraft and Ground Crew,Town,Promotional,1998,Retired,143  (PPP C$0.18),C$25.26,C$157.74,+524.46%,+9.47%
2032,2535-1,Formula 1 Racing Car,Town,Racing,1998,Retired,30  (PPP C$0.08),C$2.55,C$18.55,+628.64%,+6.71%
2033,2536-1,Divers Jet Ski,Town,Divers,1998,Retired,23  (PPP C$0.11),C$2.55,C$12.78,+402.01%,+6.30%
2034,2537-1,Extreme Team Raft,Town,Extreme Team,1998,Retired,24  (PPP C$0.11),C$2.55,C$9.26,+263.82%,+3.87%
2035,2538-1,Fire-Cart,Castle,Fright Knights,1998,Retired,20  (PPP C$0.13),C$2.55,C$19.13,+651.76%,+6.80%
2036,2539-1,Flying Machine,Castle,Fright Knights,1998,Retired,21  (PPP C$0.12),C$2.55,C$17.11,+572.36%,+7.98%
2037,2540-1,Catapault Cart,Castle,Fright Knights,1998,Retired,28  (PPP C$0.09),C$2.55,C$22.38,+779.40%,+9.27%
2038,254-1,Family,Building Set with People,,1975,Retired,103  (PPP C$0.02),C$2.55,C$140.23,+5409.55%,+5.08%
2039,2541-1,Adventurers Car,Adventurers,Egypt,1998,Retired,24  (PPP C$0.11),C$2.55,C$18.28,+618.09%,+9.57%
2040,2542-1,Adventurers Aeroplane,Adventurers,Egypt,1998,Retired,21  (PPP C$0.12),C$2.55,C$15.36,+503.52%,+8.10%
2041,2543-1,Spacecraft,Space,UFO,1998,Retired,18  (PPP C$0.14),C$2.55,C$21.96,+762.81%,+5.86%
2042,2544-1,Motorcycle,Technic,,1998,Retired,27  (PPP C$0.07),C$1.92,C$6.40,+233.33%,+3.43%
2043,2550-1,Tom's Adventure,Duplo,,1990,Retired,4,,C$57.72,,
2044,2551-1,Grandma's Kitchen,Duplo,,1992,Retired,41  (PPP C$0.55),C$22.70,Unknown,,
2045,255-2,Farming Scene,Building Set with People,,1975,Retired,,C$2.93,C$128.65,+4292.58%,+8.78%
2046,2552-1,Family Home Bucket,Duplo,Building Sets,1992,Retired,49,,Unknown,,
2047,2553-1,The Pony Stable,Duplo,,1993,Retired,27,,C$95.93,,
2048,2554-1,Formula 1 Pit Stop,Town,Racing,1998,Retired,168  (PPP C$0.10),C$15.99,C$51.04,+219.28%,+6.53%
2049,2555-1,Belville Swing Set,Belville,,1998,Retired,47  (PPP C$0.24),C$11.50,C$61.92,+438.49%,+6.07%
2050,2556-1,Ferrari Formula 1 Racing Car,Model Team,,1998,Retired,580,Free promotional,C$148.86,,+4.50%
2051,256-1,Police Officers and Motorcycle,Building Set with People,,1976,Retired,86  (PPP C$0.06),C$5.08,C$125.55,+2372.54%,+7.57%
2052,2580-1,Friendly Animal Bus,Duplo,,1998,Retired,103,,Unknown,,
2053,258-1,Zoo with Baseboard,Building Set with People,,1976,Retired,486,,"C$1,023.65",,
2054,2581-1,School Bus,Duplo,,1997,Retired,70,,Unknown,,
2055,2584-1,Biker Bob,Town,Promotional,1998,Retired,22,Free promotional,C$24.35,,+13.14%
2056,2585-1,Track Buggy with Station Master and Cool Kid,Trains,9V,1998,Retired,32,Free promotional,C$44.04,,+7.76%
2057,2586-1,The Crazy LEGO King,Castle,Miscellaneous,1998,Retired,26,Free promotional,C$32.65,,+10.96%
2058,2592-1,Baby Mickey & Baby Minnie,Baby,Disney's Baby Mickey,2000,Retired,18  (PPP C$1.42),C$25.57,C$84.38,+230.02%,+6.16%
2059,2593-1,Baby Mickey,Baby,Disney's Baby Mickey,2000,Retired,8  (PPP C$1.60),C$12.78,C$127.00,+893.99%,+12.18%
2060,2594-1,Baby Mickey & Baby Minnie Playground,Baby,Disney's Baby Mickey,2000,Retired,9  (PPP C$2.13),C$19.17,C$161.03,+739.89%,+11.24%
2061,2598-1,Large Red Building Plate,Duplo,Building Sets,2006,Retired,1  (PPP C$19.17),C$19.17,C$116.17,+505.94%,+16.55%
2062,2599-1,Racing Team,Duplo,,1998,Retired,13  (PPP C$1.28),C$16.61,Unknown,,
2063,2600-1,Bronto Dinosaurs,Duplo,,1998,Retired,30  (PPP C$1.07),C$31.96,Unknown,,
2064,2601-1,Mother & Baby,Duplo,,1997,Retired,7  (PPP C$1.28),C$8.94,C$24.28,+171.53%,+4.44%
2065,2602-1,Dinosaurs Family Home,Duplo,,1997,Retired,27  (PPP C$0.85),C$23.01,C$127.03,+452.08%,+7.72%
2066,260-3,Dolls Living Room,Homemaker,Rooms,1971,Retired,173  (PPP C$0.03),C$4.46,C$559.60,+12436.68%,+10.37%
2067,2603-1,Dinosaur Tub,Duplo,,1997,Retired,70  (PPP C$0.37),C$25.57,C$146.82,+474.24%,+7.90%
2068,2604-1,Dino World,Duplo,,1997,Retired,58  (PPP C$1.54),C$89.52,C$262.49,+193.23%,+4.79%
2069,2605-1,Dinosaur Park,Duplo,,1997,Retired,42  (PPP C$1.22),C$51.15,Unknown,,
2070,2606-1,Dump Truck,Duplo,,1997,Retired,6  (PPP C$1.87),C$11.19,C$48.97,+337.60%,+6.63%
2071,2607-1,Speed Car,Duplo,,1997,Retired,4,,C$44.69,,
2072,2608-1,DUPLO Family,Duplo,,1994,Retired,5,,C$65.20,,
2073,2609-1,Racer,Duplo,,1990,Retired,1  (PPP C$7.02),C$7.02,C$11.95,+70.13%,+1.79%
2074,2610-1,Yellow Car,Duplo,,1985,Retired,2,,C$33.91,,
2075,261-1,Bathroom,Homemaker,Rooms,1979,Retired,164  (PPP C$0.04),C$6.38,C$121.48,+1803.41%,+7.46%
2076,2611-1,Fire Engine,Duplo,,1985,Retired,3  (PPP C$4.26),C$12.78,Unknown,,
2077,2612-1,Motorbike & Rider,Duplo,,1988,Retired,1,,C$27.04,,
2078,2613-1,Garbage Truck,Duplo,,1990,Retired,3  (PPP C$2.77),C$8.31,C$28.27,+240.00%,+4.17%
2079,261-4,Dolls Kitchen,Homemaker,Rooms,1971,Retired,156  (PPP C$0.03),C$4.46,C$295.97,+6530.66%,+8.94%
2080,2614-1,Mother & Baby,Duplo,,1988,Retired,1  (PPP C$6.08),C$6.08,C$41.82,+588.42%,+6.22%
2081,2615-1,Nursey,Duplo,,1990,Retired,6,,C$56.95,,
2082,2616-1,Mini Safari,Duplo,,1994,Retired,4,,C$26.99,,
2083,2617-1,Tow Truck,Duplo,,1989,Retired,3  (PPP C$1.41),C$4.22,C$72.40,+1615.45%,+9.61%
2084,2618-1,Deep Sea Diver,Duplo,,1984,Retired,2,,C$37.00,,
2085,2619-1,Helicopter,Duplo,,1984,Retired,2  (PPP C$6.39),C$12.78,C$29.80,+133.23%,+2.38%
2086,2620-1,Sports Car,Duplo,,1980,Retired,2,,C$85.42,,
2087,2621-1,Octan Motorbike Transporter,Duplo,,1994,Retired,4  (PPP C$2.87),C$11.50,C$44.53,+287.32%,+5.35%
2088,2621-2,Tractor,Duplo,,1981,Retired,2  (PPP C$1.09),C$2.17,C$50.73,+2232.94%,+8.42%
2089,262-2,Complete Children's Room Set,Homemaker,Rooms,1972,Retired,259  (PPP C$0.03),C$7.66,C$298.81,+3800.33%,+7.94%
2090,2622-1,Little Plane,Duplo,,1982,Retired,2,,Unknown,,
2091,2623-1,Delivery Van,Duplo,,1980,Retired,6,,C$62.08,,
2092,2624-1,Helicopter,Duplo,,1981,Retired,2,,Unknown,,
2093,2625-1,Car with Boat and Trailer,Duplo,,1980,Retired,6,,C$50.69,,
2094,2626-1,Car and Boat Vacation Trailer,Duplo,,1988,Retired,4,,C$43.61,,
2095,2627-1,Pony Trailer,Duplo,,1980,Retired,5,,C$70.29,,
2096,2628-1,Transport Truck,Duplo,,1987,Retired,4,,C$39.11,,
2097,2629-1,Tractor and Farm Machinery,Duplo,,1985,Retired,7  (PPP C$1.83),C$12.78,C$31.73,+148.35%,+2.63%
2098,2630-1,Family Room,Duplo,,1980,Retired,9  (PPP C$1.88),C$16.95,C$116.89,+589.74%,+4.95%
2099,2630-2,Car and Campervan,Duplo,,1990,Retired,11,,C$38.65,,
2100,263-1,Kitchen,Homemaker,Rooms,1974,Retired,257  (PPP C$0.02),C$6.38,C$280.36,+4292.79%,+8.58%
2101,2631-1,Stunt Pilot and Plane,Duplo,,1985,Retired,2,,C$50.26,,
2102,2632-1,Delivery Truck,Duplo,,1987,Retired,4,,Unknown,,
2103,2634-1,Tip Truck,Duplo,,1983,Retired,7,,C$91.03,,
2104,2635-1,Fire Engine,Duplo,,1982,Retired,4,,Unknown,,
2105,2636-1,Tow Truck,Duplo,,1984,Retired,3,,Unknown,,
2106,2637-1,Fire Engine,Duplo,,1987,Retired,5  (PPP C$3.96),C$19.82,Unknown,,
2107,26374-1,Bohrok Swarm Trading Game Blue Pack,Gear,Trading and Playing Cards,2002,Retired,,C$19.17,C$19.19,+0.07%,+0.00%
2108,26377-1,Bohrok Swarm Trading Game Red Pack,Gear,Trading and Playing Cards,2002,Retired,,C$19.17,Unknown,,
2109,26379-1,Bohrok Swarm Trading Game Green Pack,Gear,Trading and Playing Cards,2002,Retired,,C$19.17,Unknown,,
2110,2638-1,Container Truck,Duplo,,1987,Retired,9,,Unknown,,
2111,2639-1,Petrol Station,Duplo,,1984,Retired,12,,C$35.02,,
2112,2640-1,Grocery Store,Duplo,,1980,Retired,23,,Unknown,,
2113,264-1,Living Room,Homemaker,Rooms,1974,Retired,242  (PPP C$0.03),C$6.38,C$174.63,+2636.27%,+7.46%
2114,2641-1,Barnyard,Duplo,,1982,Retired,21,,Unknown,,
2115,2641-2,Jumbo Plane,Duplo,,1988,Retired,10,,C$69.07,,
2116,2642-1,Living Room,Duplo,,1982,Retired,26,,C$145.87,,
2117,2643-1,Fishing Boat,Duplo,,1989,Retired,15  (PPP C$2.54),C$38.05,C$77.80,+104.47%,+2.34%
2118,2643-2,Playbox,Duplo,Building Sets,1980,Retired,1,,Unknown,,
2119,2644-1,Service Station,Duplo,,1981,Retired,14,,C$176.07,,
2120,2645-1,Nursery School,Duplo,,1980,Retired,29,,Unknown,,
2121,2646-1,Crane Set,Duplo,,1983,Retired,23,,C$84.52,,
2122,2647-1,Farm Animals,Duplo,,1985,Retired,17  (PPP C$0.90),C$15.34,Unknown,,
2123,2648-1,Play-Box Home and Garage,Duplo,,1982,Retired,18,,Unknown,,
2124,2649-1,Sea Explorer,Duplo,,1984,Retired,36,,C$137.90,,
2125,2650-1,Farm,Duplo,,1980,Retired,60  (PPP C$0.31),C$18.87,Unknown,,
2126,2650-2,Cannon Ball Clowns,Duplo,,1989,Retired,5,,Unknown,,
2127,265-1,Bathroom,Homemaker,Rooms,1974,Retired,147  (PPP C$0.03),C$5.10,C$118.77,+2227.32%,+7.09%
2128,2651-1,Circus Artists and Elephant,Duplo,,1989,Retired,6  (PPP C$4.32),C$25.90,C$120.93,+366.91%,+5.10%
2129,2652-1,Circus Caravan,Duplo,,1988,Retired,16  (PPP C$2.82),C$45.08,C$125.76,+178.95%,+3.26%
2130,2654-1,Police Emergency Unit,Duplo,,1991,Retired,11  (PPP C$0.93),C$10.22,C$51.65,+405.38%,+5.75%
2131,2655-1,Farm Set,Duplo,,1985,Retired,54,,Unknown,,
2132,2656-1,Village Post Office,Duplo,,1989,Retired,23,,C$143.07,,
2133,2657-1,Service Station,Duplo,,1989,Retired,43  (PPP C$1.25),C$53.72,C$153.29,+185.36%,+3.44%
2134,2658-1,Fire Station,Duplo,,1989,Retired,57  (PPP C$1.36),C$77.38,Unknown,,
2135,2659-1,Baby Animals,Duplo,,1995,Retired,8  (PPP C$1.28),C$10.22,C$23.39,+128.91%,+3.37%
2136,2660-1,Zoo Nursery,Duplo,,1991,Retired,5  (PPP C$1.34),C$6.71,C$61.71,+819.05%,+7.95%
2137,266-1,Children's Room,Homemaker,Rooms,1974,Retired,235  (PPP C$0.03),C$7.66,C$169.98,+2118.70%,+6.98%
2138,2661-1,Zoo Van,Duplo,,1990,Retired,3,,C$23.05,,
2139,2662-1,Crocodile and Sea Lion,Duplo,,1990,Retired,14  (PPP C$1.00),C$14.07,C$42.27,+200.45%,+3.74%
2140,2663-1,Water Animals,Duplo,,1995,Retired,20  (PPP C$0.96),C$19.17,C$66.52,+246.96%,+5.11%
2141,2664-1,Tiger and Panda Family,Duplo,,1990,Retired,24,,C$89.01,,
2142,2665-1,Wild Cats,Duplo,,1995,Retired,21,,C$107.15,,
2143,2666-1,Savannah and Polar Animals,Duplo,,1990,Retired,27  (PPP C$1.67),C$45.08,C$160.53,+256.06%,+4.33%
2144,2667-1,Animals Park,Duplo,,1995,Retired,42,,Unknown,,
2145,2668-1,African Animals,Duplo,,1990,Retired,40  (PPP C$1.98),C$79.30,C$302.41,+281.35%,+4.57%
2146,2669-1,Maxi Zoo,Duplo,,1990,Retired,65  (PPP C$1.46),C$94.65,C$355.05,+275.14%,+4.51%
2147,2670-1,Water Park,Duplo,,1995,Retired,42,,C$488.77,,
2148,2671-1,Grand Prix Racing Team,Duplo,,1991,Retired,7  (PPP C$2.42),C$16.95,C$41.40,+144.30%,+3.13%
2149,2672-1,Police Station,Duplo,,1991,Retired,16,,C$168.92,,
2150,2673-1,Motorcycle Patrol,Duplo,,1996,Retired,5  (PPP C$1.79),C$8.94,C$27.54,+208.01%,+4.80%
2151,2674-1,Racing Team,Duplo,,1996,Retired,7  (PPP C$1.83),C$12.78,C$64.05,+401.30%,+6.95%
2152,2675-1,Police Helicopter,Duplo,,1993,Retired,3,,C$28.11,,
2153,2676-1,Private Plane,Duplo,,1993,Retired,7,,C$22.60,,
2154,2677-1,Fire Helicopter,Duplo,,1993,Retired,7,,C$39.62,,
2155,2678-1,Jumbo Jet,Duplo,,1993,Retired,12,,C$144.10,,
2156,2679-1,Airport,Duplo,,1993,Retired,23,,C$83.51,,
2157,2680-1,Doctor's Surgery,Duplo,,1994,Retired,10,,C$85.96,,
2158,268-1,Family Room,Homemaker,Rooms,1979,Retired,244  (PPP C$0.03),C$7.66,C$126.65,+1553.09%,+7.09%
2159,2681-1,Lion Safari,Duplo,,1994,Retired,16,,C$122.63,,
2160,2682-1,Ambulance,Duplo,,1994,Retired,5  (PPP C$3.32),C$16.61,C$39.33,+136.72%,+3.37%
2161,2683-1,Police Station,Duplo,,1996,Retired,34,,C$81.88,,
2162,2684-1,Dinghy,Duplo,,1997,Retired,3,,C$29.01,,
2163,2685-1,Water Park,Duplo,,1996,Retired,47,,C$218.82,,
2164,2687-1,Harbor,Duplo,,1997,Retired,47  (PPP C$1.41),C$66.50,C$261.52,+293.29%,+6.14%
2165,2688-1,Health Center,Duplo,,1994,Retired,34  (PPP C$1.73),C$58.83,C$93.18,+58.37%,+1.79%
2166,2689-1,Savannah Animals,Duplo,,1994,Retired,28,,C$156.81,,
2167,2690-1,Fire Chief,Duplo,,1995,Retired,6  (PPP C$1.70),C$10.22,C$30.70,+200.38%,+4.62%
2168,269-1,Kitchen,Homemaker,Rooms,1979,Retired,212  (PPP C$0.04),C$7.66,C$318.06,+4051.59%,+9.52%
2169,2691-1,Fire Engine,Duplo,,1995,Retired,12  (PPP C$2.00),C$23.98,C$49.38,+105.92%,+2.93%
2170,2692-1,Fire Heliport,Duplo,,1995,Retired,18,,C$109.81,,
2171,2693-1,Fire Station,Duplo,,1995,Retired,40  (PPP C$1.58),C$63.31,Unknown,,
2172,2694-1,Mini Farm,Duplo,,1996,Retired,40,,C$73.13,,
2173,2695-1,Pony Carriage,Duplo,,1996,Retired,3  (PPP C$2.13),C$6.38,C$25.22,+295.19%,+5.90%
2174,2696-1,Farm Tractor,Duplo,,1996,Retired,10  (PPP C$1.66),C$16.61,C$24.94,+50.12%,+1.71%
2175,2697-1,Farm Animals,Duplo,,1996,Retired,16  (PPP C$1.28),C$20.45,C$74.97,+266.60%,+5.57%
2176,2699-1,The DUPLO Farm,Duplo,,1996,Retired,64  (PPP C$1.32),C$84.41,C$169.70,+101.03%,+2.95%
2177,2700-1,Train Set,Duplo,Trains,1983,Retired,31,,C$147.49,,
2178,2701-1,Train and Station Set,Duplo,Trains,1988,Retired,42  (PPP C$1.34),C$56.28,C$286.83,+409.68%,+5.22%
2179,270-2,"Grandfather Clock, Chair and Table",Homemaker,Furniture,1973,Retired,47  (PPP C$0.08),C$3.82,C$83.81,+2091.64%,+6.79%
2180,2705-1,Passenger Train,Duplo,Trains,1983,Retired,12,,Unknown,,
2181,2706-1,Barnyard Express,Duplo,Trains,1988,Retired,10,,C$53.27,,
2182,2707-1,Glider,Basic,,2000,Retired,9,Free promotional,C$3.58,,+12.17%
2183,2708-1,Aircraft,Basic,,2000,Retired,12,Free promotional,C$3.59,,+12.64%
2184,2709-1,Snowmobile,Basic,,2000,Retired,8,Free promotional,C$2.51,,+3.42%
2185,2710-1,Helicopter,Basic,,2000,Retired,8,Free promotional,C$3.47,,+8.59%
2186,271-1,Baby's Cot and Cabinet,Homemaker,Furniture,1973,Retired,49  (PPP C$0.08),C$3.82,C$152.00,+3874.58%,+8.16%
2187,2711-1,Straight Tracks,Duplo,Trains,1983,Retired,4  (PPP C$1.28),C$5.10,C$13.66,+167.67%,+6.13%
2188,271-2,Traffic Police Set,Classic,Town Plan,1958,Retired,,C$1.22,Unknown,,
2189,2712-1,Curved Tracks,Duplo,Trains,1983,Retired,4  (PPP C$1.28),C$5.10,C$19.88,+289.47%,+3.75%
2190,2713-1,Train Points,Duplo,Trains,1984,Retired,10  (PPP C$1.53),C$15.34,C$38.66,+152.13%,+2.60%
2191,2714-1,Train Crossings,Duplo,Trains,1987,Retired,4  (PPP C$2.39),C$9.58,C$14.38,+50.07%,+1.24%
2192,271601-1,Lance,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$4.45,,+1.15%
2193,271602-1,Jet Horse,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$4.62,,+6.18%
2194,271603-1,Robin,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$3.26,,+9.84%
2195,271604-1,Two Globlin Spiders,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$4.22,,+7.08%
2196,271605-1,Lava Warrior,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$5.14,,+6.65%
2197,271606-1,Knight Racer,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$3.03,,+10.78%
2198,271607-1,Firecracker Catapult,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$3.72,,+9.55%
2199,271608-1,Kid Clay,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$3.79,,+13.48%
2200,271609-1,Bat-Gun,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$3.98,,+3.15%
2201,271610-1,Mighty Mech Bot,Nexo Knights,Magazine Gift,2016,Retired,34,Included with magazine,C$4.45,,+4.10%
2202,271611-1,Pilot Bot,Nexo Knights,Magazine Gift,2016,Retired,,Included with magazine,C$3.88,,+3.18%
2203,2717-1,Train Bridge,Duplo,Trains,1984,Retired,5  (PPP C$2.30),C$11.50,C$69.72,+506.34%,+5.14%
2204,271712-1,Clay,Nexo Knights,Magazine Gift,2017,Retired,,Included with magazine,C$4.28,,+7.99%
2205,271713-1,Merlok 2.0,Nexo Knights,Magazine Gift,2017,Retired,,Included with magazine,C$3.06,,+2.15%
2206,271714-1,Robin,Nexo Knights,Magazine Gift,2017,Retired,,Included with magazine,C$3.98,,+3.15%
