0,1,2,3
21308-1,78,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 10 / 10 → 100 / 100
21309-1,95,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.06, which is better.",Recommendation: yes 5 / 5 → 100 / 100
213-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
21310-1,94,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: yes 4.98 / 5 → 100 / 100
2131-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 30 / 100 → 30 / 100
21311-1,90,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.08, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21312-1,85,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21313-1,86,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.07, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21314-1,86,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.15, which is worse.",Recommendation: meh 4.8 / 5 → 96 / 100
21315-1,92,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.08, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21316-1,79,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.08, which is better.",Recommendation: meh 4.41 / 5 → 88 / 100
21317-1,91,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.12, which is better.",Recommendation: yes 98 / 100 → 98 / 100
21318-1,92,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21319-1,92,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.06, which is better.",Recommendation: yes 95 / 100 → 95 / 100
21320-1,89,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
2132-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 30 / 100 → 30 / 100
21321-1,82,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.46 / 5 → 89 / 100
21322-1,95,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes 100 / 100 → 100 / 100
21323-1,79,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 92 / 100 → 92 / 100
21324-1,85,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
2133-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 30 / 100 → 30 / 100
2134-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
2138-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
2139-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
2140-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
214-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 68 / 100 → 68 / 100
2141-1,81,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.31, which is worse.",Recommendation: yes 47 / 50 → 94 / 100
2142-1,74,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.32, which is worse.",Recommendation: yes 45 / 50 → 90 / 100
2143-1,73,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.31, which is worse.",Recommendation: meh 4.3 / 5 → 86 / 100
2144-1,73,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.32, which is worse.",Recommendation: meh 4.3 / 5 → 86 / 100
2145-1,77,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.3, which is worse.",Recommendation: meh 4.4 / 5 → 88 / 100
2146-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
2147-1,Unknown,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.24, which is average.",Recommendation: yes 86 / 100 → 86 / 100
2148-1,88,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.16, which is better.",Recommendation: yes 90 / 100 → 90 / 100
2149-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
2150-1,Unknown,"Average PPP for Robotics & Electronics in 1996 is 0.24. PPP for this set is 0.2, which is better.",Recommendation: yes 93 / 100 → 93 / 100
215-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
2151-1,69,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.14, which is better.",Recommendation: meh 4 / 5 → 80 / 100
2152-1,80,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.14, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
215-3,Unknown,"Average PPP for System in 1961 is 0.32. PPP for this set is 0.51, which is worse.",Recommendation: no
2153-1,Unknown,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.18, which is better.",Recommendation: no 61 / 100 → 61 / 100
2154-1,Unknown,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.16, which is better.",Recommendation: yes 79 / 100 → 79 / 100
2155-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 53 / 100 → 53 / 100
2156-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 45 / 100 → 45 / 100
2157-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 68 / 100 → 68 / 100
2158-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 55 / 100 → 55 / 100
2159-1,Unknown,"Average PPP for Robotics & Electronics in 2006 is 1.52. PPP for this set is 1.59, which is worse.",Recommendation: meh 63 / 100 → 63 / 100
2160-1,81,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.22, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
216-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
2161-1,79,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.29, which is worse.",Recommendation: yes 4.4 / 5 → 88 / 100
2162-1,81,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.22, which is better.",Recommendation: yes 92 / 100 → 92 / 100
2166-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
2167-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 45 / 100 → 45 / 100
2170-1,79,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.55, which is worse.",Recommendation: no 4.1 / 5 → 82 / 100
217-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 58 / 100 → 58 / 100
2171-1,75,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.51, which is worse.",Recommendation: no 4 / 5 → 80 / 100
217-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
2172-1,76,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.55, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
2173-1,Unknown,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.43, which is worse.",Recommendation: meh 3.7 / 5 → 74 / 100
2174-1,73,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.48, which is worse.",Recommendation: meh 4.6 / 5 → 92 / 100
2175-1,73,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.49, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
218-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
2181-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 83 / 100 → 83 / 100
218-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
2182-1,87,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.31, which is worse.",Recommendation: meh 4.7 / 5 → 94 / 100
2183-1,81,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.31, which is worse.",Recommendation: yes 48 / 50 → 96 / 100
2186-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
2187-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
2188-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
2191-1,78,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.33, which is worse.",Recommendation: no 4.1 / 5 → 82 / 100
2192-1,70,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.24, which is better.",Recommendation: yes 48.5 / 50 → 97 / 100
2193-1,80,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.24, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
2194-1,76,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.26, which is better.",Recommendation: yes 5 / 5 → 100 / 100
2198-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 68 / 100 → 68 / 100
220-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
221-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 76 / 100 → 76 / 100
222-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
2222-1,Unknown,"Average PPP for Baby in 1998 is 1.59. PPP for this set is 0.86, which is better.",Recommendation: meh 70 / 100 → 70 / 100
2229-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
2230-1,72,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 73 / 100 → 73 / 100
2231-1,79,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.31, which is worse.",Recommendation: yes 9 / 10 → 90 / 100
2232-1,75,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.28, which is worse.",Recommendation: meh 44 / 50 → 88 / 100
2233-1,78,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.27, which is average.",Recommendation: yes 45 / 50 → 90 / 100
2234-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 52 / 100 → 52 / 100
2235-1,69,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.18, which is better.",Recommendation: meh 4 / 5 → 80 / 100
2236-1,83,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.27, which is average.",Recommendation: meh 4.8 / 5 → 96 / 100
2247-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
2250-1,Unknown,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.12, which is better.",Recommendation: meh 71 / 100 → 71 / 100
2254-1,75,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.14, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
2255-1,68,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.57, which is worse.",Recommendation: meh 3.9 / 5 → 78 / 100
2256-1,71,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.49, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
2257-1,64,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.4, which is worse.",Recommendation: meh 3.7 / 5 → 74 / 100
2258-1,71,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: yes 94 / 100 → 94 / 100
2259-1,77,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: no 4.1 / 5 → 82 / 100
2260-1,78,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.15, which is average.",Recommendation: meh 85 / 100 → 85 / 100
226-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
226-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
2263-1,66,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
227-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 65 / 100 → 65 / 100
