,0,1,2
3220,363-1,-,CA $79.94
3221,3631-1,-,CA $42.46
3222,3633-1,-,CA $18.91
3223,3634-1,-,CA $18.52
3224,3635-1,-,CA $25.65
3225,3636-1,-,CA $26.29
3226,3637-1,-,CA $36.65
3227,3638-1,CA $111.59,CA $29.30
3228,3639-1,-,CA $23.19
3229,364-1,CA $822.80,CA $298.42
3230,3641-1,-,CA $33.12
3231,3642-1,CA $111.59,CA $18.79
3232,3643-1,-,CA $23.69
3233,3644-1,-,CA $22.01
3234,3645-1,-,CA $37.09
3235,3646-1,-,CA $61.28
3236,3647-1,-,CA $47.61
3237,3648-1,CA $62.69,CA $23.38
3238,365-1,"CA $1,054.18",CA $281.11
3239,365-2,CA $140.58,CA $27.87
3240,3654-1,-,CA $35.56
3241,3655-1,CA $39.18,-
3242,3657-1,-,CA $86.20
3243,3658-1,CA $66.93,CA $28.16
3244,3659-1,-,CA $57.75
3245,3660-1,-,CA $47.02
3246,366-1,CA $67.12,-
3247,3661-1,CA $134.50,CA $67.13
3248,3662-1,-,CA $78.22
3249,3663-1,CA $94.03,CA $71.05
3250,3664-1,-,CA $48.64
3251,3665-1,-,CA $36.92
3252,3666-1,-,CA $59.08
3253,3667-1,-,CA $90.55
3254,3668-1,CA $410.92,CA $68.89
3255,3669-1,-,CA $90.11
3256,3670-1,-,CA $92.78
3257,367-1,-,CA $136.68
3258,3671-1,-,CA $112.40
3259,3672-1,-,CA $170.44
3260,3673-1,-,CA $146.74
3261,3674-1,-,CA $68.42
3262,3675-1,-,CA $123.86
3263,3676-1,-,CA $124.86
3264,3677-1,CA $425.38,CA $169.18
3265,3678-1,-,CA $215.28
3266,3679-1,-,CA $141.05
3267,3680-1,CA $448.16,CA $87.61
3268,368-1,-,CA $49.92
3269,3681-1,-,CA $176.10
3270,3682-1,"CA $2,742.67",CA $231.80
3271,3683-1,-,CA $213.15
3272,369-1,"CA $1,880.68",CA $112.06
3273,370-1,-,CA $112.82
3274,3701-1,CA $64.21,CA $10.99
3275,3703-1,-,CA $8.72
3276,3704-1,-,CA $9.94
3277,3706-1,CA $46.94,CA $9.18
3278,3707-1,-,CA $9.61
3279,3708-1,-,CA $8.68
3280,3709-1,-,CA $10.94
3281,3710-1,-,CA $14.31
3282,371-1,CA $109.71,CA $77.41
3283,3711-1,-,CA $11.16
3284,3712-1,CA $78.36,CA $12.10
3285,371-3,-,CA $36.66
3286,3713-1,-,CA $34.60
3287,3714-1,-,CA $18.37
3288,3715-1,-,CA $24.34
3289,3716-1,-,CA $11.88
3290,3717-1,-,CA $14.62
3291,3718-1,-,CA $12.11
3292,3719-1,CA $172.39,CA $15.33
3293,372-1,-,CA $98.97
3294,3721-1,CA $235.09,CA $8.92
3295,372-2,-,CA $64.02
3296,3722-1,"CA $2,349.29",-
3297,3723-1,"CA $1,448.77",CA $507.26
3298,3724-1,"CA $1,380.76",CA $764.03
3299,3725-1,CA $29.39,-
3300,3726-1,CA $19.59,-
3301,3727-1,-,-
3302,373-1,-,CA $187.61
3303,3731-1,CA $40.28,-
3304,373-2,-,CA $96.72
3305,3732-1,CA $13.86,-
3306,3733-1,CA $34.95,-
3307,3734-1,CA $44.94,-
3308,3735-1,CA $53.36,-
3309,3736-1,CA $26.96,-
3310,3737-1,CA $51.55,-
3311,3738-1,CA $30.79,-
3312,3739-1,CA $441.79,CA $305.39
3313,3740-1,CA $156.72,CA $46.46
3314,374-1,-,CA $156.35
3315,3741-1,-,CA $157.68
3316,374-2,-,CA $38.08
3317,3742-1,-,CA $76.79
3318,3743-1,-,CA $29.78
3319,3744-1,-,-
3320,3745-1,-,CA $250.76
3321,3746-1,CA $26.27,-
3322,3747-1,CA $37.54,CA $58.64
3323,3748-1,CA $54.44,CA $32.10
3324,3750-1,CA $17.98,-
3325,3751-1,CA $11.67,-
3326,375-2,"CA $10,915.15",CA $483.48
3327,3752-1,CA $44.34,-
3328,375-3,-,CA $103.31
3329,3755-1,CA $30.75,-
3330,3756-1,CA $19.99,-
3331,376-1,-,CA $57.15
3332,376-2,-,CA $93.86
3333,3770-1,-,CA $23.53
3334,377-1,"CA $2,350.86",CA $84.43
3335,3771-1,CA $210.69,CA $110.09
3336,377-2,-,CA $89.19
3337,3772-1,CA $249.19,CA $119.50
3338,3773-1,-,CA $26.12
3339,3774-1,CA $103.02,CA $53.89
3340,3775-1,CA $16.11,CA $18.19
3341,3778-1,CA $128.41,CA $57.04
3342,378-1,CA $493.67,CA $116.91
3343,3781-1,CA $51.37,CA $16.70
3344,3782-1,-,CA $12.48
3345,3784-1,CA $44.94,CA $12.08
3346,3786-1,CA $168.73,CA $14.44
3347,3787-1,-,CA $16.30
3348,3788-1,CA $391.05,CA $16.99
3349,3789-1,-,CA $13.91
3350,379-1,"CA $1,269.99",CA $74.44
3351,3791-1,-,CA $21.93
3352,379-2,-,CA $36.16
3353,3792-1,-,CA $13.19
3354,3793-1,-,CA $18.02
3355,3794-1,-,CA $14.06
3356,3795-1,-,CA $13.81
3357,3796-1,-,CA $15.91
3358,3797-1,CA $70.53,CA $15.57
3359,3798-1,CA $112.84,CA $20.99
3360,3800-1,-,-
3361,3801-1,CA $105.51,CA $92.47
3362,3804-1,CA $353.08,CA $263.88
3363,3806-1,CA $138.64,CA $106.51
3364,3807-1,CA $125.35,CA $129.40
3365,3808-1,CA $131.57,CA $113.61
3366,3809-1,CA $71.08,-
3367,381-1,-,CA $92.91
3368,381-2,-,CA $96.29
3369,3815-1,CA $49.36,CA $27.37
3370,3816-1,CA $91.55,CA $40.11
3371,3817-1,CA $103.46,CA $82.04
3372,3818-1,CA $308.19,CA $165.57
3373,382-1,-,CA $46.52
3374,3825-1,CA $439.25,CA $141.89
3375,3826-1,CA $403.30,CA $85.62
3376,3827-1,CA $352.63,CA $134.45
3377,3828-1,CA $868.05,CA $307.57
3378,3829-1,CA $898.48,CA $500.01
3379,3830-1,CA $155.16,CA $65.19
3380,383-1,-,CA $126.54
3381,3831-1,CA $234.98,CA $76.40
3382,383-2,-,CA $161.79
3383,3832-1,CA $137.31,CA $84.13
3384,3833-1,CA $175.42,CA $49.88
3385,3834-1,CA $335.37,CA $96.73
3386,384-1,CA $391.81,CA $48.96
3387,385-1,CA $235.09,CA $58.64
3388,385-2,-,CA $71.83
3389,386-1,-,CA $49.43
3390,3870-1,CA $34.48,CA $20.69
3391,387-1,-,CA $69.93
3392,3871-1,CA $26.98,-
3393,3885-1,CA $25.26,CA $8.99
3394,3885-2,CA $11.46,CA $6.66
3395,3886-1,CA $16.63,CA $4.91
3396,3886-2,CA $12.69,CA $6.27
3397,3888-1,CA $61.12,CA $52.30
3398,390-1,-,CA $8.68
3399,390-2,-,CA $88.47
3400,391-1,-,CA $97.01
3401,391-2,CA $101.85,-
3402,392-1,-,CA $59.65
3403,392-2,-,-
3404,3928-1,CA $101.55,CA $63.21
3405,3929-1,CA $54.48,CA $42.14
3406,3930-1,CA $13.96,CA $5.38
3407,393-1,CA $423.64,CA $44.26
3408,3931-1,CA $15.63,CA $6.34
3409,393-2,-,CA $19.26
3410,3932-1,CA $24.82,CA $11.58
3411,3933-1,CA $25.33,CA $16.72
3412,3934-1,CA $26.65,CA $11.71
3413,3935-1,CA $24.88,CA $9.32
3414,3936-1,CA $48.12,CA $14.23
3415,3937-1,CA $28.27,CA $9.56
3416,3938-1,CA $25.87,CA $8.62
3417,3939-1,CA $33.23,CA $12.16
3418,394-1,-,CA $152.43
3419,3942-1,CA $66.71,CA $33.29
3420,395-1,-,CA $112.35
3421,396-1,CA $109.71,CA $216.49
3422,398-1,-,CA $222.51
3423,4000002-1,CA $62.67,-
3424,4000004-1,CA $470.09,CA $29.78
3425,4000005-1,CA $623.75,-
3426,4000006-1,CA $413.13,CA $177.20
3427,4000007-1,CA $664.67,CA $311.50
3428,4000008-1,"CA $2,308.62",-
3429,4000009-1,CA $796.22,-
3430,40000-1,CA $31.62,CA $16.05
3431,4000010-1,CA $174.30,CA $52.34
3432,4000011-1,CA $410.48,-
3433,4000012-1,"CA $8,427.72",CA $324.45
3434,4000013-1,CA $166.43,CA $57.78
3435,4000014-1,"CA $2,299.99",CA $321.03
3436,4000014-2,"CA $1,015.95","CA $1,040.59"
3437,4000015-1,"CA $1,314.98",-
3438,4000016-1,CA $252.11,CA $121.53
3439,4000018-1,CA $269.83,-
3440,4000019-1,-,-
3441,4000020-1,"CA $2,043.82",CA $540.75
3442,4000022-1,"CA $3,995.17",CA $389.34
3443,4000023-1,CA $366.60,-
3444,4000024-1,"CA $2,548.29",-
3445,4000025-1,"CA $2,744.96",-
3446,4000026-1,CA $245.34,CA $139.28
3447,4000028-1,CA $58.53,-
3448,4000029-1,CA $56.70,-
3449,4000030-1,CA $51.66,-
3450,4000031-1,"CA $1,469.52",-
3451,4000034-1,CA $865.20,-
3452,4000036-1,CA $87.34,-
3453,40001-1,CA $30.29,CA $7.70
3454,40002-1,CA $20.41,CA $6.61
3455,40003-1,CA $25.07,CA $6.42
3456,40004-1,CA $30.73,-
3457,40005-1,CA $18.60,CA $8.72
3458,40008-1,CA $16.22,CA $9.20
3459,40009-1,CA $14.03,CA $5.33
3460,400-1,-,CA $132.69
3461,40010-1,CA $22.00,CA $11.65
3462,40011-1,CA $23.55,CA $8.35
3463,40012-1,CA $15.17,-
3464,40013-1,CA $9.97,CA $3.85
3465,40014-1,CA $9.47,CA $3.02
3466,40015-1,CA $23.25,-
3467,40016-1,CA $29.68,-
3468,40017-1,CA $27.71,CA $13.15
3469,40018-1,CA $31.97,CA $19.97
3470,40019-1,CA $23.44,CA $9.01
3471,40020-1,CA $21.54,CA $9.50
3472,4002014-1,CA $379.07,CA $225.66
3473,4002015-1,CA $337.91,CA $150.71
3474,4002016-1,CA $426.62,-
3475,4002017-1,CA $408.48,CA $317.37
3476,4002018-1,CA $265.00,-
3477,4002019-1,CA $748.83,CA $447.66
3478,4002-1,CA $150.25,CA $19.15
3479,40021-1,CA $13.12,CA $4.08
3480,40022-1,CA $15.93,-
3481,40023-1,CA $17.58,CA $10.95
3482,40024-1,CA $21.73,-
3483,40025-1,CA $29.94,CA $11.47
3484,40026-1,CA $20.66,-
3485,40028-1,CA $24.40,CA $8.71
3486,40029-1,CA $36.35,CA $19.22
3487,400-3,CA $33.61,CA $11.75
3488,40030-1,CA $27.30,CA $14.63
3489,40031-1,CA $20.85,CA $8.42
3490,40032-1,CA $10.95,CA $5.92
3491,40033-1,CA $22.31,CA $9.51
3492,40034-1,CA $19.81,CA $8.83
3493,40035-1,CA $12.15,CA $5.18
3494,40036-1,CA $16.42,-
3495,40037-1,CA $26.47,CA $6.41
3496,40038-1,CA $31.01,-
3497,40039-1,CA $15.49,CA $7.06
3498,400-4,-,CA $17.10
3499,40040-1,CA $14.58,CA $8.06
3500,40041-1,CA $15.79,CA $8.99
3501,40042-1,CA $14.07,CA $4.28
3502,40043-1,CA $18.70,-
3503,40044-1,CA $18.40,CA $5.46
3504,40045-1,CA $22.28,-
3505,40047-1,CA $9.62,CA $3.85
3506,40048-1,CA $13.16,CA $5.07
3507,40049-1,CA $17.45,CA $9.40
3508,4005-1,-,CA $36.99
3509,40051-1,CA $27.40,CA $12.48
3510,40052-1,CA $22.43,CA $13.70
3511,40053-1,CA $27.42,CA $10.67
3512,40054-1,CA $29.24,CA $17.32
3513,40055-1,CA $28.35,CA $13.04
3514,40056-1,CA $28.89,CA $21.23
3515,40057-1,CA $26.69,CA $17.85
3516,40058-1,CA $29.33,CA $15.41
3517,40059-1,CA $35.89,CA $21.27
3518,40061-1,CA $27.23,CA $7.70
3519,40062-1,CA $33.72,CA $10.76
3520,40063-1,CA $21.12,CA $3.85
3521,40064-1,CA $19.43,-
3522,40065-1,CA $15.92,-
3523,40066-1,CA $16.15,-
3524,40067-1,CA $34.75,CA $9.00
3525,40068-1,CA $40.90,CA $18.01
3526,40069-1,CA $16.25,CA $4.49
3527,40070-1,CA $27.50,-
3528,40071-1,CA $24.39,-
3529,40072-1,CA $19.64,-
3530,40073-1,CA $34.89,CA $12.54
3531,40076-1,CA $33.15,CA $19.35
3532,40077-1,CA $14.01,CA $6.16
3533,40078-1,CA $24.78,CA $14.25
3534,40079-1,CA $67.88,CA $33.83
3535,40082-1,CA $70.11,CA $52.16
3536,40083-1,CA $58.94,CA $37.75
3537,40084-1,CA $5.24,CA $6.19
3538,40085-1,CA $30.85,CA $15.69
3539,40086-1,CA $24.88,CA $11.61
3540,40090-1,CA $23.47,CA $14.72
3541,40091-1,CA $35.10,CA $19.14
3542,40092-1,CA $36.41,CA $19.25
3543,40093-1,CA $32.72,CA $24.55
3544,40094-1,CA $17.94,CA $7.70
3545,40095-1,CA $18.31,CA $6.38
3546,40096-1,CA $13.87,CA $4.49
3547,40097-1,CA $10.68,CA $5.78
3548,40098-1,CA $19.98,CA $8.99
3549,40099-1,CA $14.91,CA $6.42
3550,40-1,CA $288.37,CA $77.02
3551,40100-1,CA $18.07,CA $5.14
3552,4010-1,CA $538.24,CA $62.11
3553,40101-1,CA $18.17,CA $5.21
3554,40102-1,CA $12.36,CA $3.44
3555,40103-1,CA $18.54,-
3556,40104-1,CA $12.19,CA $3.85
3557,40105-1,CA $27.13,CA $6.93
3558,40106-1,CA $53.11,CA $36.50
3559,40107-1,CA $35.51,CA $22.42
3560,40108-1,CA $34.06,CA $26.09
3561,40109-1,CA $50.00,CA $24.50
3562,40110-1,CA $33.73,CA $25.46
3563,4011-1,-,CA $25.66
3564,40112-1,CA $20.49,CA $5.78
3565,40115-1,CA $48.29,-
3566,40116-1,CA $12.31,-
3567,40117-1,CA $33.06,-
3568,40118-1,CA $45.32,CA $22.82
3569,401-2,CA $18.32,CA $11.28
3570,40120-1,CA $29.20,CA $19.01
3571,4012-1,CA $164.93,CA $30.62
3572,40121-1,CA $29.05,CA $19.82
3573,40122-1,CA $34.79,CA $32.47
3574,40123-1,CA $31.92,CA $23.18
3575,40124-1,CA $25.54,CA $18.47
3576,40125-1,CA $32.66,CA $31.37
3577,40126-1,CA $8.65,CA $4.08
3578,40127-1,CA $12.78,-
3579,40128-1,CA $10.09,CA $7.60
3580,40129-1,CA $9.67,CA $2.38
3581,401-3,CA $12.54,CA $10.57
3582,40130-1,CA $11.22,-
3583,4013-1,-,CA $78.36
3584,40131-1,CA $15.72,CA $7.25
3585,40132-1,CA $8.39,CA $4.04
3586,40133-1,CA $7.78,CA $5.46
3587,40134-1,CA $8.83,CA $4.71
3588,40135-1,CA $8.44,CA $4.70
3589,40136-1,CA $10.76,CA $7.15
3590,40137-1,CA $8.36,CA $5.18
3591,40138-1,CA $61.13,CA $39.69
3592,40139-1,CA $106.65,CA $56.05
3593,40140-1,CA $26.95,CA $13.84
3594,4014-1,CA $23.51,-
3595,40141-1,CA $43.53,CA $21.64
3596,40142-1,CA $42.49,CA $14.83
3597,40143-1,CA $38.42,CA $17.26
3598,40144-1,CA $51.98,CA $38.69
3599,40145-1,CA $74.34,-
3600,40146-1,CA $102.10,-
3601,40148-1,CA $34.85,CA $12.84
3602,4015-1,-,CA $64.53
3603,40153-1,CA $29.40,CA $13.87
3604,40155-1,CA $37.95,CA $22.07
3605,40156-1,CA $28.29,CA $21.19
3606,4016-1,CA $17.23,CA $1.99
3607,40165-1,CA $24.37,CA $17.12
3608,40166-1,CA $41.94,CA $23.11
3609,40167-1,CA $6.44,-
3610,40170-1,CA $22.87,-
3611,4017-1,CA $44.33,CA $3.13
3612,40171-1,CA $28.55,CA $14.13
3613,40175-1,CA $8.16,CA $7.82
3614,40176-1,CA $18.95,CA $15.40
3615,40177-1,CA $16.39,-
3616,40178-1,CA $30.20,CA $17.74
3617,40179-1,CA $338.81,-
3618,40180-1,CA $35.64,CA $27.87
3619,4018-1,CA $49.99,-
3620,40181-1,CA $43.06,CA $17.61
3621,40182-1,CA $35.53,CA $29.72
3622,40183-1,CA $41.88,CA $22.40
3623,40186-1,CA $21.49,CA $11.40
3624,40187-1,CA $15.35,CA $10.95
3625,40190-1,CA $12.57,CA $5.58
3626,4019-1,CA $26.96,CA $4.62
3627,40191-1,CA $12.10,CA $5.86
3628,40192-1,CA $13.10,CA $5.25
3629,40193-1,CA $11.94,CA $5.95
3630,40194-1,CA $11.14,CA $6.62
3631,40195-1,CA $13.30,CA $8.10
3632,40196-1,CA $20.09,CA $7.11
3633,40197-1,CA $25.36,CA $18.03
3634,40199-1,CA $180.79,CA $96.65
3635,40200-1,CA $14.91,CA $7.37
3636,4020-1,CA $304.40,CA $74.69
3637,40201-1,CA $30.50,CA $12.23
3638,40202-1,CA $20.81,CA $7.33
3639,40203-1,CA $18.61,CA $6.98
3640,40204-1,CA $19.96,CA $11.67
3641,40205-1,CA $25.77,CA $12.80
3642,40206-1,CA $19.88,CA $6.49
3643,40207-1,CA $111.09,-
3644,40208-1,CA $9.22,CA $6.24
3645,40209-1,CA $8.57,CA $6.08
3646,402-1,-,CA $124.76
3647,40210-1,CA $10.47,CA $6.37
3648,4021-1,CA $320.97,CA $80.70
3649,40211-1,CA $10.57,CA $9.56
3650,40212-1,CA $10.95,CA $8.99
3651,40213-1,CA $8.04,CA $3.48
3652,40214-1,CA $7.55,-
3653,40215-1,CA $11.50,CA $3.20
3654,40216-1,CA $8.91,-
3655,40217-1,CA $9.05,CA $5.71
3656,40218-1,CA $8.35,CA $5.66
3657,40219-1,CA $8.35,CA $4.49
3658,402-2,-,CA $29.78
3659,40220-1,CA $29.50,CA $16.04
3660,4022-1,CA $246.52,CA $53.97
3661,40221-1,CA $33.66,CA $26.71
3662,40222-1,CA $23.98,CA $15.38
3663,40223-1,CA $77.05,CA $49.15
3664,40225-1,CA $112.76,CA $27.10
3665,40226-1,CA $38.38,-
3666,40227-1,CA $119.68,CA $102.73
3667,40228-1,CA $18.31,CA $9.25
3668,402-3,-,CA $14.67
3669,4023-1,CA $27.67,CA $4.90
3670,40234-1,CA $31.20,-
3671,40235-1,CA $25.07,CA $12.31
3672,40236-1,CA $22.92,CA $13.63
3673,40237-1,CA $20.02,CA $10.91
3674,40239-1,CA $7.74,CA $6.59
3675,40240-1,CA $9.69,CA $6.82
3676,4024-1,CA $103.88,CA $32.13
3677,40241-1,CA $8.44,CA $7.39
3678,40242-1,CA $7.06,CA $7.28
3679,40243-1,CA $7.86,-
3680,40244-1,CA $11.00,CA $5.78
3681,40245-1,CA $11.64,CA $5.19
3682,40246-1,CA $8.63,CA $3.87
3683,40247-1,CA $7.20,CA $3.68
3684,40248-1,CA $8.90,CA $4.31
3685,40249-1,CA $11.11,-
3686,40250-1,CA $10.65,CA $6.22
3687,4025-1,CA $449.45,CA $77.68
3688,40251-1,CA $29.48,CA $16.58
3689,40252-1,CA $39.91,CA $23.54
3690,40253-1,CA $20.83,CA $18.15
3691,40254-1,CA $50.91,CA $32.65
3692,40256-1,CA $23.35,CA $20.90
3693,40260-1,CA $34.29,CA $30.83
3694,4026-1,CA $15.96,CA $5.27
3695,40261-1,CA $23.16,-
3696,40262-1,CA $24.96,CA $15.67
3697,40263-1,CA $37.54,CA $21.14
3698,40264-1,CA $13.22,CA $9.87
3699,40265-1,CA $13.12,-
3700,40267-1,CA $5.91,-
3701,40268-1,CA $15.64,CA $9.02
3702,40269-1,CA $6.95,-
3703,40270-1,CA $20.51,CA $6.42
3704,4027-1,CA $20.10,CA $5.40
3705,40271-1,CA $21.91,CA $11.28
3706,40272-1,CA $20.16,-
3707,40273-1,CA $21.39,CA $9.87
3708,40274-1,CA $38.24,CA $23.25
3709,40276-1,CA $9.89,CA $4.43
3710,40277-1,CA $7.85,CA $3.03
3711,40278-1,CA $9.05,CA $6.22
3712,40279-1,CA $8.08,-
3713,40280-1,CA $7.09,CA $6.55
3714,4028-1,CA $80.60,CA $27.36
3715,40281-1,CA $7.50,-
3716,40282-1,CA $8.41,-
3717,40283-1,CA $8.18,CA $8.99
3718,40284-1,CA $7.03,-
3719,40285-1,CA $11.46,CA $6.96
3720,40286-1,CA $7.23,-
3721,40287-1,CA $12.96,-
3722,40288-1,CA $25.75,CA $23.16
3723,40289-1,CA $153.64,-
3724,40290-1,CA $54.57,CA $33.22
3725,4029-1,CA $108.14,CA $50.94
3726,40291-1,CA $47.32,CA $27.97
3727,40292-1,CA $52.50,CA $19.26
3728,40293-1,CA $59.22,CA $42.79
3729,40295-1,CA $29.34,CA $12.25
3730,40296-1,CA $7.99,CA $3.85
3731,40297-1,CA $11.02,-
3732,40298-1,CA $11.27,CA $6.51
3733,40299-1,CA $20.17,CA $7.79
3734,40300-1,CA $16.96,CA $11.88
3735,4030-1,CA $963.10,CA $167.54
3736,40301-1,CA $11.47,-
3737,40302-1,CA $12.23,CA $10.92
3738,40303-1,CA $9.85,-
3739,40304-1,CA $7.37,-
3740,40305-1,CA $52.33,CA $35.26
3741,40306-1,CA $32.25,CA $28.89
3742,40307-1,CA $11.81,-
3743,40308-1,CA $19.98,CA $15.28
3744,40309-1,CA $9.04,-
3745,40310-1,CA $9.75,-
3746,4031-1,CA $336.85,CA $159.40
3747,40311-1,CA $9.09,CA $5.14
3748,40312-1,CA $9.15,-
3749,40313-1,CA $8.68,-
3750,40314-1,CA $25.50,CA $12.84
3751,40318-1,CA $91.10,-
3752,40320-1,CA $16.64,-
3753,4032-1,CA $176.25,CA $121.99
3754,4032-10,CA $160.60,CA $101.87
3755,4032-11,CA $200.61,CA $78.79
3756,40321-1,CA $7.04,-
3757,4032-2,-,CA $86.59
3758,40322-1,CA $8.26,CA $6.96
3759,4032-3,CA $160.11,CA $77.05
3760,40323-1,CA $7.85,-
3761,4032-4,-,-
3762,40324-1,CA $7.21,-
3763,4032-5,CA $170.72,-
3764,40325-1,CA $8.13,-
3765,4032-6,CA $156.71,CA $94.03
3766,40326-1,CA $8.81,-
3767,4032-7,CA $843.87,CA $121.99
3768,40327-1,CA $8.58,CA $4.70
3769,4032-8,CA $155.80,-
3770,40328-1,CA $7.69,CA $4.87
3771,40329-1,CA $8.83,-
3772,403-3,CA $15.42,CA $15.70
3773,40330-1,CA $9.29,-
3774,40331-1,CA $7.62,CA $4.70
3775,40332-1,CA $11.75,-
3776,40333-1,CA $64.36,CA $44.94
3777,40334-1,CA $55.22,CA $32.91
3778,40335-1,CA $43.37,CA $16.87
3779,40336-1,CA $29.66,CA $18.73
3780,40337-1,CA $57.28,-
3781,40338-1,CA $119.79,CA $90.09
3782,40341-1,CA $8.70,-
3783,40342-1,CA $25.51,-
3784,40343-1,CA $27.77,-
3785,40344-1,CA $24.02,CA $13.12
3786,40345-1,CA $23.90,-
3787,40346-1,CA $183.62,CA $102.72
3788,40347-1,CA $38.02,CA $38.52
3789,40348-1,CA $24.18,-
3790,40349-1,CA $25.50,-
3791,40350-1,CA $19.98,CA $14.92
3792,40351-1,CA $32.96,CA $22.15
3793,40352-1,CA $28.78,CA $23.43
3794,40353-1,CA $37.14,-
3795,40354-1,CA $24.33,CA $19.65
3796,40355-1,CA $18.26,CA $8.13
3797,40356-1,CA $25.57,CA $14.97
3798,40357-1,CA $31.27,-
3799,40358-1,CA $32.35,CA $12.84
3800,40361-1,CA $29.33,-
3801,40362-1,CA $57.98,CA $35.97
3802,40366-1,CA $238.61,-
3803,40367-1,CA $25.16,CA $16.78
3804,40368-1,CA $10.25,-
3805,40370-1,CA $53.70,CA $31.71
3806,40371-1,CA $22.88,CA $14.50
3807,40372-1,CA $27.65,-
3808,40373-1,CA $26.03,CA $22.00
3809,40374-1,CA $31.12,-
3810,40375-1,CA $9.15,-
3811,40376-1,CA $9.32,CA $6.42
3812,40377-1,CA $26.09,-
3813,40378-1,CA $34.48,-
3814,40379-1,CA $25.29,-
3815,40380-1,CA $24.95,-
3816,4038-1,-,CA $3.83
3817,40381-1,CA $25.96,-
3818,40382-1,CA $29.21,CA $17.24
3819,40383-1,CA $34.92,-
3820,40384-1,CA $32.78,CA $23.44
3821,40385-1,CA $28.05,CA $17.23
3822,40386-1,CA $38.42,-
3823,40388-1,CA $26.00,-
3824,40391-1,CA $40.20,CA $23.11
3825,40393-1,CA $37.25,-
3826,40395-1,CA $16.95,CA $4.70
3827,40396-1,CA $12.74,CA $10.10
3828,40397-1,CA $10.30,CA $6.88
3829,40398-1,CA $9.06,-
3830,40399-1,CA $8.08,-
3831,40400-1,CA $10.43,-
3832,4040-1,CA $7.44,CA $3.64
3833,40401-1,CA $10.20,-
3834,40402-1,CA $16.64,-
3835,40403-1,CA $17.29,-
3836,40404-1,CA $11.92,-
3837,40405-1,CA $13.50,-
3838,40406-1,CA $22.31,-
3839,40407-1,CA $45.26,CA $29.71
3840,40408-1,CA $19.96,CA $5.47
3841,40409-1,CA $29.35,CA $19.32
3842,404-1,-,-
3843,40410-1,CA $58.08,CA $46.84
3844,40411-1,CA $18.80,CA $17.16
3845,40412-1,CA $63.25,CA $50.94
3846,40413-1,CA $27.22,CA $27.59
3847,40414-1,CA $101.39,-
3848,40416-1,CA $49.28,-
3849,40418-1,CA $28.81,CA $21.81
3850,40419-1,CA $30.13,-
3851,4042-1,CA $9.03,CA $3.21
3852,40422-1,CA $23.84,-
3853,40423-1,CA $27.65,-
3854,40424-1,CA $27.89,-
3855,40425-1,CA $25.10,CA $21.38
3856,40426-1,CA $120.07,CA $91.15
3857,40428-1,CA $39.35,-
3858,40429-1,CA $65.59,-
3859,404-3,-,CA $16.18
3860,4043-1,CA $21.97,CA $2.98
3861,40431-1,CA $37.15,-
3862,40433-1,CA $195.53,-
3863,40434-1,CA $12.16,CA $8.40
3864,40435-1,CA $20.54,-
3865,40436-1,CA $26.94,-
3866,40438-1,CA $49.58,-
3867,404-4,CA $34.48,-
3868,4044-1,CA $8.98,CA $3.02
3869,4045-1,CA $16.12,CA $4.34
3870,4047-1,CA $121.92,CA $62.27
3871,40474-1,CA $8.31,-
3872,4048-1,CA $190.79,-
3873,4049-1,CA $195.94,CA $139.48
3874,40501-1,CA $229.92,-
3875,4051-1,CA $114.12,CA $76.51
3876,4052-1,CA $17.04,-
3877,4053-1,CA $16.23,CA $15.90
3878,4055-1,CA $73.84,CA $44.46
3879,4056-1,CA $7.89,-
3880,4057-1,CA $11.13,-
3881,4058-1,CA $18.14,-
3882,4059-1,CA $24.20,-
3883,4060-1,CA $18.26,-
3884,4061-1,CA $15.86,-
3885,4062-1,CA $26.35,-
3886,4063-1,CA $22.67,-
3887,4064-1,CA $18.28,-
3888,4065-1,CA $27.68,-
3889,4066-1,CA $19.08,-
3890,4067-1,CA $10.73,CA $1.57
3891,4068-1,CA $14.98,CA $7.06
3892,4069-1,CA $18.87,CA $5.32
3893,4070-1,CA $12.58,-
3894,4071-1,CA $22.71,-
3895,4072-1,CA $17.35,-
3896,4073-1,CA $10.50,CA $7.76
3897,4074-1,CA $11.75,CA $7.76
3898,4075-1,CA $10.17,CA $7.76
3899,4076-1,CA $22.67,-
3900,4077-1,CA $25.27,-
3901,4078-1,CA $19.11,-
3902,4079-1,CA $23.51,-
3903,4080-1,CA $28.21,CA $12.89
3904,4080-2,-,CA $19.87
3905,4082-1,-,CA $15.67
3906,4084-1,CA $51.24,-
3907,4085-1,CA $62.02,CA $31.34
3908,4086-1,-,CA $32.76
3909,4090-1,CA $61.32,CA $39.25
3910,409-1,-,-
3911,4093-1,CA $97.62,CA $49.90
3912,4094-1,CA $120.46,CA $81.97
3913,4095-1,CA $152.24,CA $78.92
3914,4096-1,CA $40.96,CA $17.33
3915,4097-1,CA $63.55,CA $21.69
3916,4098-1,CA $33.63,CA $14.34
3917,4099-1,CA $71.55,CA $35.24
3918,41000-1,CA $9.11,CA $5.59
3919,4100-1,CA $47.68,CA $30.87
3920,41001-1,CA $19.26,CA $9.88
3921,41002-1,CA $21.97,CA $12.14
3922,41003-1,CA $23.75,CA $9.79
3923,41004-1,CA $38.74,CA $15.89
